OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,HOMICIDE_TYPE,NEIGHBOURHOOD_158
1183,GO-2021437169,2021.03.09,2021,March,9,Tuesday,Stabbing,Brookhaven-Amesbury
1184,GO-2021511040,2021.03.19,2021,March,19,Friday,Other,Glenfield-Jane Heights
1185,GO-2021611765,2021.04.03,2021,April,3,Saturday,Shooting,Humber Heights-Westmount
1186,GO-2021614694,2021.04.04,2021,April,4,Sunday,Stabbing,Hillcrest Village
1187,GO-2021618567,2021.04.04,2021,April,4,Sunday,Stabbing,Broadview North
1188,GO-2021683552,2021.04.05,2021,April,5,Monday,Stabbing,O'Connor-Parkview
1189,GO-2021646518,2021.04.08,2021,April,8,Thursday,Stabbing,Dorset Park
1190,GO-2021700719,2021.04.16,2021,April,16,Friday,Shooting,Rustic
1191,GO-2021904598,2021.05.16,2021,May,16,Sunday,Shooting,Willowridge-Martingrove-Richview
1192,GO-2021951127,2021.05.22,2021,May,22,Saturday,Other,Milliken
1193,GO-2021961854,2021.05.24,2021,May,24,Monday,Other,South Riverdale
1194,GO-20211028789,2021.06.02,2021,June,2,Wednesday,Other,Palmerston-Little Italy
1195,GO-20211087369,2021.06.11,2021,June,11,Friday,Shooting,Golfdale-Cedarbrae-Woburn
1196,GO-20211107853,2021.06.13,2021,June,13,Sunday,Shooting,Eglinton East
1197,GO-20211112628,2021.06.13,2021,June,13,Sunday,Other,Eglinton East
1198,GO-20211107853,2021.06.13,2021,June,13,Sunday,Shooting,Eglinton East
1199,GO-20211108068,2021.06.14,2021,June,14,Monday,Shooting,Beechborough-Greenbrook
1200,GO-20211158175,2021.06.21,2021,June,21,Monday,Shooting,Beechborough-Greenbrook
1201,GO-20211233778,2021.07.01,2021,July,1,Thursday,Other,Clanton Park
1202,GO-20211236893,2021.07.02,2021,July,2,Friday,Shooting,Flemingdon Park
1203,GO-20211236780,2021.07.02,2021,July,2,Friday,Other,Yonge-Bay Corridor
1204,GO-20211248165,2021.07.03,2021,July,3,Saturday,Shooting,Dorset Park
1205,GO-20211263005,2021.07.05,2021,July,5,Monday,Shooting,York University Heights
1206,GO-20211292779,2021.07.10,2021,July,10,Saturday,Other,York University Heights
1207,GO-20211319545,2021.07.14,2021,July,14,Wednesday,Other,Pelmo Park-Humberlea
1208,GO-20211362894,2021.07.18,2021,July,18,Sunday,Other,Cliffcrest
1209,GO-20211359540,2021.07.19,2021,July,19,Monday,Other,South Riverdale
1210,GO-20211360309,2021.07.20,2021,July,20,Tuesday,Shooting,Kingsview Village-The Westway
1211,GO-20211370623,2021.07.21,2021,July,21,Wednesday,Stabbing,Briar Hill-Belgravia
1212,GO-20211382319,2021.07.23,2021,July,23,Friday,Stabbing,Brookhaven-Amesbury
1213,GO-20211417029,2021.07.28,2021,July,28,Wednesday,Stabbing,North Riverdale
1214,GO-20211484398,2021.08.06,2021,August,6,Friday,Other,East End-Danforth
1215,GO-20211494943,2021.08.08,2021,August,8,Sunday,Shooting,Kensington-Chinatown
1216,GO-20211494943,2021.08.08,2021,August,8,Sunday,Shooting,Kensington-Chinatown
1217,GO-20211543961,2021.08.14,2021,August,14,Saturday,Shooting,Brookhaven-Amesbury
1218,GO-20211538967,2021.08.14,2021,August,14,Saturday,Other,Morningside Heights
1219,GO-20211617066,2021.08.25,2021,August,25,Wednesday,Other,Keelesdale-Eglinton West
1220,GO-20211630428,2021.08.27,2021,August,27,Friday,Shooting,Long Branch
1221,GO-20211638087,2021.08.28,2021,August,28,Saturday,Shooting,Wellington Place
1222,GO-20211677261,2021.09.02,2021,September,2,Thursday,Stabbing,Moss Park
1223,GO-20211684171,2021.09.03,2021,September,3,Friday,Shooting,York University Heights
1224,GO-20211692780,2021.09.04,2021,September,4,Saturday,Other,Etobicoke City Centre
1225,GO-20211699665,2021.09.05,2021,September,5,Sunday,Other,Guildwood
1226,GO-20211699665,2021.09.05,2021,September,5,Sunday,Other,Guildwood
1227,GO-20211713828,2021.09.07,2021,September,7,Tuesday,Shooting,Glenfield-Jane Heights
1228,GO-20211788435,2021.09.17,2021,September,17,Friday,Shooting,Kennedy Park
1229,GO-20211794405,2021.09.18,2021,September,18,Saturday,Shooting,Regent Park
1230,GO-20211851845,2021.09.26,2021,September,26,Sunday,Shooting,Morningside Heights
1231,GO-20211874352,2021.09.29,2021,September,29,Wednesday,Stabbing,West Humber-Clairville
1232,GO-20211896862,2021.10.03,2021,October,3,Sunday,Stabbing,Woodbine Corridor
1233,GO-20211971401,2021.10.13,2021,October,13,Wednesday,Shooting,Malvern East
1234,GO-20211987049,2021.10.16,2021,October,16,Saturday,Shooting,York University Heights
1235,GO-20212022276,2021.10.21,2021,October,21,Thursday,Shooting,York University Heights
1236,GO-20212037136,2021.10.23,2021,October,23,Saturday,Shooting,Keelesdale-Eglinton West
1237,GO-20212036766,2021.10.23,2021,October,23,Saturday,Shooting,Glenfield-Jane Heights
1238,GO-20212040619,2021.10.23,2021,October,23,Saturday,Shooting,Pelmo Park-Humberlea
1239,GO-20212048858,2021.10.24,2021,October,24,Sunday,Shooting,Clairlea-Birchmount
1240,GO-20212071533,2021.10.28,2021,October,28,Thursday,Shooting,Malvern West
1241,GO-20212079091,2021.10.29,2021,October,29,Friday,Shooting,Dorset Park
1242,GO-20212091136,2021.10.30,2021,October,30,Saturday,Other,Glenfield-Jane Heights
1243,GO-20212177949,2021.11.12,2021,November,12,Friday,Other,Highland Creek
1244,GO-20212209204,2021.11.16,2021,November,16,Tuesday,Stabbing,Fenside-Parkwoods
1245,GO-20212211875,2021.11.16,2021,November,16,Tuesday,Shooting,Golfdale-Cedarbrae-Woburn
1246,GO-20212277790,2021.11.26,2021,November,26,Friday,Shooting,West Rouge
1247,GO-20212373251,2021.12.09,2021,December,9,Thursday,Stabbing,South Eglinton-Davisville
1248,GO-20212397941,2021.12.13,2021,December,13,Monday,Shooting,Agincourt South-Malvern West
1249,GO-20212471927,2021.12.23,2021,December,23,Thursday,Shooting,Glenfield-Jane Heights
1250,GO-20212477849,2021.12.24,2021,December,24,Friday,Shooting,Englemount-Lawrence
1251,GO-20212487697,2021.12.26,2021,December,26,Sunday,Shooting,Rockcliffe-Smythe
1252,GO-20212516090,2021.12.31,2021,December,31,Friday,Stabbing,Mount Dennis
1253,GO-20229964,2022.01.02,2022,January,2,Sunday,Shooting,Pelmo Park-Humberlea
1254,GO-202216903,2022.01.03,2022,January,3,Monday,Shooting,Alderwood
1255,GO-202216903,2022.01.03,2022,January,3,Monday,Shooting,Alderwood
1256,GO-202216630,2022.01.03,2022,January,3,Monday,Stabbing,Palmerston-Little Italy
1257,GO-202217098,2022.01.03,2022,January,3,Monday,Shooting,Humber Bay Shores
1258,GO-202250758,2022.01.08,2022,January,8,Saturday,Shooting,Church-Wellesley
1259,GO-2022110972,2022.01.18,2022,January,18,Tuesday,Shooting,Elms-Old Rexdale
1260,GO-2022124347,2022.01.19,2022,January,19,Wednesday,Shooting,Broadview North
1261,GO-2022139163,2022.01.22,2022,January,22,Saturday,Shooting,Brookhaven-Amesbury
1262,GO-2022151149,2022.01.23,2022,January,23,Sunday,Shooting,Yonge-Eglinton
1263,GO-2022267789,2022.02.09,2022,February,9,Wednesday,Other,Glenfield-Jane Heights
1264,GO-2022294326,2022.02.14,2022,February,14,Monday,Shooting,Bendale-Glen Andrew
1265,GO-2022314804,2022.02.17,2022,February,17,Thursday,Shooting,Newtonbrook West
1266,GO-2022324234,2022.02.19,2022,February,19,Saturday,Shooting,Brookhaven-Amesbury
1267,GO-2022385565,2022.02.28,2022,February,28,Monday,Shooting,West Hill
1268,GO-2022458878,2022.03.11,2022,March,11,Friday,Other,Runnymede-Bloor West Village
1269,GO-2022499009,2022.03.17,2022,March,17,Thursday,Other,Woburn North
1270,GO-2022576248,2022.03.28,2022,March,28,Monday,Stabbing,South Riverdale
1271,GO-2022613599,2022.04.02,2022,April,2,Saturday,Stabbing,Moss Park
1272,GO-2022646404,2022.04.07,2022,April,7,Thursday,Shooting,North St.James Town
1273,GO-2022661027,2022.04.09,2022,April,9,Saturday,Shooting,Moss Park
1274,GO-2022689316,2022.04.15,2022,April,15,Friday,Stabbing,St Lawrence-East Bayfront-The Islands
1275,GO-2022792257,2022.04.28,2022,April,28,Thursday,Shooting,High Park-Swansea
1276,GO-2022804180,2022.04.30,2022,April,30,Saturday,Shooting,Mount Olive-Silverstone-Jamestown
1277,GO-2022849364,2022.05.07,2022,May,7,Saturday,Shooting,Malvern East
1278,GO-2022868493,2022.05.09,2022,May,9,Monday,Shooting,Oakdale-Beverley Heights
1279,GO-2022964428,2022.05.22,2022,May,22,Sunday,Other,Kensington-Chinatown
1280,GO-20221060544,2022.06.05,2022,June,5,Sunday,Shooting,Briar Hill-Belgravia
1281,GO-20221087191,2022.06.08,2022,June,8,Wednesday,Shooting,Golfdale-Cedarbrae-Woburn
1282,GO-20221138477,2022.06.15,2022,June,15,Wednesday,Shooting,Lansing-Westgate
1283,GO-20221150299,2022.06.17,2022,June,17,Friday,Other,L'Amoreaux West
1284,GO-20221149694,2022.06.17,2022,June,17,Friday,Other,Etobicoke City Centre
1285,GO-20221153656,2022.06.18,2022,June,18,Saturday,Shooting,Humber Heights-Westmount
1286,GO-20221164624,2022.06.19,2022,June,19,Sunday,Shooting,Yorkdale-Glen Park
1287,GO-20221294476,2022.07.07,2022,July,7,Thursday,Shooting,Woodbine Corridor
1288,GO-20221295738,2022.07.08,2022,July,8,Friday,Stabbing,York University Heights
1289,GO-20221324110,2022.07.11,2022,July,11,Monday,Other,Bendale-Glen Andrew
1290,GO-20221360743,2022.07.16,2022,July,16,Saturday,Shooting,St Lawrence-East Bayfront-The Islands
1291,GO-20221362949,2022.07.17,2022,July,17,Sunday,Shooting,Wellington Place
1292,GO-20221443372,2022.07.28,2022,July,28,Thursday,Other,Clairlea-Birchmount
1293,GO-20221527751,2022.08.09,2022,August,9,Tuesday,Shooting,Weston
1294,GO-20221594291,2022.08.18,2022,August,18,Thursday,Shooting,Oakdale-Beverley Heights
1295,GO-20221608092,2022.08.20,2022,August,20,Saturday,Stabbing,Birchcliffe-Cliffside
1296,GO-20221652609,2022.08.26,2022,August,26,Friday,Stabbing,Lansing-Westgate
1297,GO-20221652609,2022.08.26,2022,August,26,Friday,Stabbing,Lansing-Westgate
1298,GO-20221757893,2022.09.10,2022,September,10,Saturday,Shooting,York University Heights
1299,GO-20221760173,2022.09.10,2022,September,10,Saturday,Stabbing,Avondale
1300,GO-20221800162,2022.09.15,2022,September,15,Thursday,Shooting,Humber Bay Shores
1301,GO-20221835644,2022.09.20,2022,September,20,Tuesday,Stabbing,Black Creek
1302,GO-20221836380,2022.09.21,2022,September,21,Wednesday,Stabbing,Rexdale-Kipling
1303,GO-20221839939,2022.09.21,2022,September,21,Wednesday,Shooting,Eglinton East
1304,GO-20221836380,2022.09.21,2022,September,21,Wednesday,Stabbing,Rexdale-Kipling
1305,GO-20221864755,2022.09.25,2022,September,25,Sunday,Other,Alderwood
1306,GO-20221934921,2022.10.04,2022,October,4,Tuesday,Stabbing,Moss Park
1307,GO-20221946068,2022.10.06,2022,October,6,Thursday,Shooting,Glenfield-Jane Heights
1308,GO-20221963156,2022.10.08,2022,October,8,Saturday,Shooting,Weston
1309,GO-20221968025,2022.10.09,2022,October,9,Sunday,Shooting,York University Heights
1310,GO-20222052791,2022.10.22,2022,October,22,Saturday,Shooting,Wellington Place
1311,GO-20222099784,2022.10.28,2022,October,28,Friday,Shooting,Blake-Jones
1312,GO-20222120467,2022.10.31,2022,October,31,Monday,Shooting,Woburn North
1313,GO-20222165958,2022.11.06,2022,November,6,Sunday,Stabbing,Glenfield-Jane Heights
1314,GO-20222209711,2022.11.12,2022,November,12,Saturday,Shooting,Milliken
1315,GO-20222229664,2022.11.15,2022,November,15,Tuesday,Shooting,South Parkdale
1316,GO-20222265498,2022.11.20,2022,November,20,Sunday,Shooting,West Humber-Clairville
1317,GO-20222377717,2022.12.06,2022,December,6,Tuesday,Stabbing,Greenwood-Coxwell
1318,GO-20222396611,2022.12.08,2022,December,8,Thursday,Stabbing,High Park North
1319,GO-20222413771,2022.12.10,2022,December,10,Saturday,Shooting,Taylor-Massey
1320,GO-20222452652,2022.12.16,2022,December,16,Friday,Shooting,Morningside
1321,GO-20222467066,2022.12.18,2022,December,18,Sunday,Stabbing,Yonge-Bay Corridor
1322,GO-20222554708,2022.12.30,2022,December,30,Friday,Shooting,Tam O'Shanter-Sullivan
