OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,NEIGHBOURHOOD_158
1251,GO-20212487697,2021.12.26,2021,December,26,Sunday,360,D12,Shooting,Rockcliffe-Smythe
1252,GO-20212516090,2021.12.31,2021,December,31,Friday,365,D12,Stabbing,Mount Dennis
1253,GO-20229964,2022.01.02,2022,January,2,Sunday,2,D12,Shooting,Pelmo Park-Humberlea
1254,GO-202216903,2022.01.03,2022,January,3,Monday,3,D22,Shooting,Alderwood
1255,GO-202216903,2022.01.03,2022,January,3,Monday,3,D22,Shooting,Alderwood
1256,GO-202216630,2022.01.03,2022,January,3,Monday,3,D14,Stabbing,Palmerston-Little Italy
1257,GO-202217098,2022.01.03,2022,January,3,Monday,3,D22,Shooting,Humber Bay Shores
1258,GO-202250758,2022.01.08,2022,January,8,Saturday,8,D53,Shooting,Church-Wellesley
1259,GO-2022110972,2022.01.18,2022,January,18,Tuesday,18,D23,Shooting,Elms-Old Rexdale
1260,GO-2022124347,2022.01.19,2022,January,19,Wednesday,19,D54,Shooting,Broadview North
1261,GO-2022139163,2022.01.22,2022,January,22,Saturday,22,D12,Shooting,Brookhaven-Amesbury
1262,GO-2022151149,2022.01.23,2022,January,23,Sunday,23,D53,Shooting,Yonge-Eglinton
1263,GO-2022267789,2022.02.09,2022,February,9,Wednesday,40,D31,Other,Glenfield-Jane Heights
1264,GO-2022294326,2022.02.14,2022,February,14,Monday,45,D41,Shooting,Bendale-Glen Andrew
1265,GO-2022314804,2022.02.17,2022,February,17,Thursday,48,D32,Shooting,Newtonbrook West
1266,GO-2022324234,2022.02.19,2022,February,19,Saturday,50,D12,Shooting,Brookhaven-Amesbury
1267,GO-2022385565,2022.02.28,2022,February,28,Monday,59,D43,Shooting,West Hill
1268,GO-2022458878,2022.03.11,2022,March,11,Friday,70,D11,Other,Runnymede-Bloor West Village
1269,GO-2022499009,2022.03.17,2022,March,17,Thursday,76,D43,Other,Woburn North
1270,GO-2022576248,2022.03.28,2022,March,28,Monday,87,D55,Stabbing,South Riverdale
1271,GO-2022613599,2022.04.02,2022,April,2,Saturday,92,D51,Stabbing,Moss Park
1272,GO-2022646404,2022.04.07,2022,April,7,Thursday,97,D51,Shooting,North St.James Town
1273,GO-2022661027,2022.04.09,2022,April,9,Saturday,99,D51,Shooting,Moss Park
1274,GO-2022689316,2022.04.15,2022,April,15,Friday,105,D52,Stabbing,St Lawrence-East Bayfront-The Islands
1275,GO-2022792257,2022.04.28,2022,April,28,Thursday,118,D11,Shooting,High Park-Swansea
1276,GO-2022804180,2022.04.30,2022,April,30,Saturday,120,D23,Shooting,Mount Olive-Silverstone-Jamestown
1277,GO-2022849364,2022.05.07,2022,May,7,Saturday,127,D42,Shooting,Malvern East
1278,GO-2022868493,2022.05.09,2022,May,9,Monday,129,D31,Shooting,Oakdale-Beverley Heights
1279,GO-2022964428,2022.05.22,2022,May,22,Sunday,142,D52,Other,Kensington-Chinatown
1280,GO-20221060544,2022.06.05,2022,June,5,Sunday,156,D13,Shooting,Briar Hill-Belgravia
1281,GO-20221087191,2022.06.08,2022,June,8,Wednesday,159,D43,Shooting,Golfdale-Cedarbrae-Woburn
1282,GO-20221138477,2022.06.15,2022,June,15,Wednesday,166,D32,Shooting,Lansing-Westgate
1283,GO-20221150299,2022.06.17,2022,June,17,Friday,168,D42,Other,L'Amoreaux West
1284,GO-20221149694,2022.06.17,2022,June,17,Friday,168,D22,Other,Etobicoke City Centre
1285,GO-20221153656,2022.06.18,2022,June,18,Saturday,169,D23,Shooting,Humber Heights-Westmount
1286,GO-20221164624,2022.06.19,2022,June,19,Sunday,170,D13,Shooting,Yorkdale-Glen Park
1287,GO-20221294476,2022.07.07,2022,July,7,Thursday,188,D55,Shooting,Woodbine Corridor
1288,GO-20221295738,2022.07.08,2022,July,8,Friday,189,D32,Stabbing,York University Heights
1289,GO-20221324110,2022.07.11,2022,July,11,Monday,192,D43,Other,Bendale-Glen Andrew
1290,GO-20221360743,2022.07.16,2022,July,16,Saturday,197,D52,Shooting,St Lawrence-East Bayfront-The Islands
1291,GO-20221362949,2022.07.17,2022,July,17,Sunday,198,D14,Shooting,Wellington Place
1292,GO-20221443372,2022.07.28,2022,July,28,Thursday,209,D41,Other,Clairlea-Birchmount
1293,GO-20221527751,2022.08.09,2022,August,9,Tuesday,221,D12,Shooting,Weston
1294,GO-20221594291,2022.08.18,2022,August,18,Thursday,230,D31,Shooting,Oakdale-Beverley Heights
1295,GO-20221608092,2022.08.20,2022,August,20,Saturday,232,D41,Stabbing,Birchcliffe-Cliffside
1296,GO-20221652609,2022.08.26,2022,August,26,Friday,238,D32,Stabbing,Lansing-Westgate
1297,GO-20221652609,2022.08.26,2022,August,26,Friday,238,D32,Stabbing,Lansing-Westgate
1298,GO-20221757893,2022.09.10,2022,September,10,Saturday,253,D31,Shooting,York University Heights
1299,GO-20221760173,2022.09.10,2022,September,10,Saturday,253,D32,Stabbing,Avondale
1300,GO-20221800162,2022.09.15,2022,September,15,Thursday,258,D22,Shooting,Humber Bay Shores
1301,GO-20221835644,2022.09.20,2022,September,20,Tuesday,263,D31,Stabbing,Black Creek
1302,GO-20221836380,2022.09.21,2022,September,21,Wednesday,264,D23,Stabbing,Rexdale-Kipling
1303,GO-20221839939,2022.09.21,2022,September,21,Wednesday,264,D41,Shooting,Eglinton East
1304,GO-20221836380,2022.09.21,2022,September,21,Wednesday,264,D23,Stabbing,Rexdale-Kipling
1305,GO-20221864755,2022.09.25,2022,September,25,Sunday,268,D22,Other,Alderwood
1306,GO-20221934921,2022.10.04,2022,October,4,Tuesday,277,D51,Stabbing,Moss Park
1307,GO-20221946068,2022.10.06,2022,October,6,Thursday,279,D31,Shooting,Glenfield-Jane Heights
1308,GO-20221963156,2022.10.08,2022,October,8,Saturday,281,D12,Shooting,Weston
1309,GO-20221968025,2022.10.09,2022,October,9,Sunday,282,D32,Shooting,York University Heights
1310,GO-20222052791,2022.10.22,2022,October,22,Saturday,295,D14,Shooting,Wellington Place
1311,GO-20222099784,2022.10.28,2022,October,28,Friday,301,D55,Shooting,Blake-Jones
1312,GO-20222120467,2022.10.31,2022,October,31,Monday,304,D43,Shooting,Woburn North
1313,GO-20222165958,2022.11.06,2022,November,6,Sunday,310,D31,Stabbing,Glenfield-Jane Heights
1314,GO-20222209711,2022.11.12,2022,November,12,Saturday,316,D42,Shooting,Milliken
1315,GO-20222229664,2022.11.15,2022,November,15,Tuesday,319,D14,Shooting,South Parkdale
1316,GO-20222265498,2022.11.20,2022,November,20,Sunday,324,D23,Shooting,West Humber-Clairville
1317,GO-20222377717,2022.12.06,2022,December,6,Tuesday,340,D55,Stabbing,Greenwood-Coxwell
1318,GO-20222396611,2022.12.08,2022,December,8,Thursday,342,D11,Stabbing,High Park North
1319,GO-20222413771,2022.12.10,2022,December,10,Saturday,344,D54,Shooting,Taylor-Massey
1320,GO-20222452652,2022.12.16,2022,December,16,Friday,350,D43,Shooting,Morningside
1321,GO-20222467066,2022.12.18,2022,December,18,Sunday,352,D52,Stabbing,Yonge-Bay Corridor
1322,GO-20222554708,2022.12.30,2022,December,30,Friday,364,D42,Shooting,Tam O'Shanter-Sullivan
