OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,NEIGHBOURHOOD_158
681,GO-20141824235,2014.04.04,2014,April,4,Friday,94,D51,Shooting,Cabbagetown-South St.James Town
682,GO-20141880069,2014.04.12,2014,April,12,Saturday,102,D42,Shooting,Morningside Heights
683,GO-20142003751,2014.05.02,2014,May,2,Friday,122,D13,Shooting,Oakwood Village
684,GO-20142145283,2014.05.24,2014,May,24,Saturday,144,D55,Shooting,Greenwood-Coxwell
685,GO-20142242196,2014.06.10,2014,June,10,Tuesday,161,D42,Other,Agincourt North
686,GO-20142439822,2014.07.06,2014,July,6,Sunday,187,D51,Shooting,Moss Park
687,GO-20142452482,2014.07.08,2014,July,8,Tuesday,189,D32,Shooting,Yorkdale-Glen Park
688,GO-20142499434,2014.07.15,2014,July,15,Tuesday,196,D33,Other,L'Amoreaux West
689,GO-20142665166,2014.08.09,2014,August,9,Saturday,221,D22,Stabbing,Etobicoke West Mall
690,GO-20142728301,2014.08.18,2014,August,18,Monday,230,D12,Shooting,Mount Dennis
691,GO-20142777149,2014.08.26,2014,August,26,Tuesday,238,D14,Shooting,Wellington Place
692,GO-20142804113,2014.08.30,2014,August,30,Saturday,242,D14,Other,Dovercourt Village
693,GO-20142849540,2014.09.05,2014,September,5,Friday,248,D51,Other,Cabbagetown-South St.James Town
694,GO-20142870490,2014.09.08,2014,September,8,Monday,251,D12,Shooting,Brookhaven-Amesbury
695,GO-20142870125,2014.09.08,2014,September,8,Monday,251,D54,Stabbing,East End-Danforth
696,GO-20142886898,2014.09.11,2014,September,11,Thursday,254,D32,Shooting,St.Andrew-Windfields
697,GO-20142891423,2014.09.11,2014,September,11,Thursday,254,D22,Other,Etobicoke City Centre
698,GO-20142905498,2014.09.14,2014,September,14,Sunday,257,D43,Shooting,Golfdale-Cedarbrae-Woburn
699,GO-20142910832,2014.09.14,2014,September,14,Sunday,257,D33,Other,Don Valley Village
700,GO-20142929457,2014.09.17,2014,September,17,Wednesday,260,D31,Shooting,York University Heights
701,GO-20142966747,2014.09.23,2014,September,23,Tuesday,266,D23,Stabbing,Mount Olive-Silverstone-Jamestown
702,GO-20142992607,2014.09.27,2014,September,27,Saturday,270,D54,Stabbing,Danforth
703,GO-20143005270,2014.09.29,2014,September,29,Monday,272,D43,Shooting,Scarborough Village
704,GO-20143017592,2014.09.30,2014,September,30,Tuesday,273,D13,Stabbing,Oakwood Village
705,GO-20143045566,2014.10.05,2014,October,5,Sunday,278,D12,Shooting,Junction Area
706,GO-20143053896,2014.10.06,2014,October,6,Monday,279,D51,Shooting,Regent Park
707,GO-20143053009,2014.10.06,2014,October,6,Monday,279,D23,Shooting,Kingsview Village-The Westway
708,GO-20143053009,2014.10.06,2014,October,6,Monday,279,D23,Shooting,Kingsview Village-The Westway
709,GO-20143094406,2014.10.13,2014,October,13,Monday,286,D33,Other,Don Valley Village
710,GO-20143107536,2014.10.15,2014,October,15,Wednesday,288,D11,Other,Junction-Wallace Emerson
711,GO-20143208371,2014.10.30,2014,October,30,Thursday,303,D31,Shooting,Downsview
712,GO-20143252379,2014.11.06,2014,November,6,Thursday,310,D12,Shooting,Keelesdale-Eglinton West
713,GO-20143310199,2014.11.16,2014,November,16,Sunday,320,D52,Shooting,Yonge-Bay Corridor
714,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,Thorncliffe Park
715,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,Thorncliffe Park
716,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,Thorncliffe Park
717,GO-20143420091,2014.12.01,2014,December,1,Monday,335,D51,Stabbing,North St.James Town
718,GO-20143423102,2014.12.04,2014,December,4,Thursday,338,D41,Stabbing,Bendale South
719,GO-20143455828,2014.12.09,2014,December,9,Tuesday,343,D11,Stabbing,High Park North
720,GO-20143536404,2014.12.15,2014,December,15,Monday,349,D14,Other,Little Portugal
721,GO-201555992,2015.01.10,2015,January,10,Saturday,10,D51,Stabbing,Church-Wellesley
722,GO-201594334,2015.01.16,2015,January,16,Friday,16,D23,Other,West Humber-Clairville
723,GO-201599853,2015.01.17,2015,January,17,Saturday,17,D32,Stabbing,Newtonbrook East
724,GO-2015159448,2015.01.27,2015,January,27,Tuesday,27,D32,Shooting,Yorkdale-Glen Park
725,GO-2015179790,2015.01.31,2015,January,31,Saturday,31,D14,Shooting,Kensington-Chinatown
726,GO-2015205271,2015.02.04,2015,February,4,Wednesday,35,D41,Other,Clairlea-Birchmount
727,GO-2015346652,2015.02.28,2015,February,28,Saturday,59,D55,Shooting,Woodbine Corridor
728,GO-2015346652,2015.02.28,2015,February,28,Saturday,59,D55,Shooting,Woodbine Corridor
729,GO-2015453427,2015.03.17,2015,March,17,Tuesday,76,D23,Shooting,Kingsview Village-The Westway
730,GO-2015457868,2015.03.18,2015,March,18,Wednesday,77,D22,Other,Humber Bay Shores
731,GO-2015473322,2015.03.21,2015,March,21,Saturday,80,D23,Stabbing,Willowridge-Martingrove-Richview
732,GO-2015531511,2015.03.30,2015,March,30,Monday,89,D23,Shooting,Mount Olive-Silverstone-Jamestown
733,GO-2015586781,2015.04.09,2015,April,9,Thursday,99,D54,Other,Taylor-Massey
734,GO-2015618195,2015.04.14,2015,April,14,Tuesday,104,D13,Other,Corso Italia-Davenport
735,GO-2015669864,2015.04.23,2015,April,23,Thursday,113,D41,Stabbing,Birchcliffe-Cliffside
736,GO-2015767516,2015.05.08,2015,May,8,Friday,128,D43,Stabbing,West Hill
737,GO-2015819674,2015.05.17,2015,May,17,Sunday,137,D11,Other,Junction-Wallace Emerson
738,GO-2015831181,2015.05.19,2015,May,19,Tuesday,139,D54,Shooting,Danforth
739,GO-2015843494,2015.05.20,2015,May,20,Wednesday,140,D11,Shooting,Junction-Wallace Emerson
740,GO-2015870230,2015.05.25,2015,May,25,Monday,145,D43,Stabbing,Golfdale-Cedarbrae-Woburn
741,GO-2015922149,2015.05.30,2015,May,30,Saturday,150,D54,Stabbing,Woodbine-Lumsden
742,GO-2015916307,2015.06.01,2015,June,1,Monday,152,D43,Shooting,Golfdale-Cedarbrae-Woburn
743,GO-2015926649,2015.06.03,2015,June,3,Wednesday,154,D51,Stabbing,Downtown Yonge East
744,GO-2015988808,2015.06.12,2015,June,12,Friday,163,D12,Other,Rockcliffe-Smythe
745,GO-20151086599,2015.06.28,2015,June,28,Sunday,179,D14,Shooting,Little Portugal
746,GO-20151086599,2015.06.28,2015,June,28,Sunday,179,D14,Shooting,Little Portugal
747,GO-20151158745,2015.07.09,2015,July,9,Thursday,190,D23,Shooting,Mount Olive-Silverstone-Jamestown
748,GO-20151178239,2015.07.10,2015,July,10,Friday,191,D13,Other,Junction-Wallace Emerson
749,GO-20151182401,2015.07.12,2015,July,12,Sunday,193,D43,Stabbing,Cliffcrest
750,GO-20151325557,2015.08.03,2015,August,3,Monday,215,D51,Stabbing,North St.James Town
751,GO-20151330701,2015.08.04,2015,August,4,Tuesday,216,D14,Shooting,Fort York-Liberty Village
752,GO-20151330701,2015.08.04,2015,August,4,Tuesday,216,D14,Shooting,Fort York-Liberty Village
753,GO-20151352151,2015.08.07,2015,August,7,Friday,219,D12,Stabbing,Weston-Pelham Park
754,GO-20151362027,2015.08.09,2015,August,9,Sunday,221,D52,Shooting,Yonge-Bay Corridor
755,GO-20151423810,2015.08.19,2015,August,19,Wednesday,231,D51,Shooting,Moss Park
756,GO-20151428790,2015.08.19,2015,August,19,Wednesday,231,D12,Shooting,Rustic
757,GO-20151536584,2015.09.06,2015,September,6,Sunday,249,D12,Stabbing,Rockcliffe-Smythe
758,GO-20151577444,2015.09.12,2015,September,12,Saturday,255,D43,Stabbing,West Hill
759,GO-20151641806,2015.09.22,2015,September,22,Tuesday,265,D43,Stabbing,Morningside
760,GO-20151692243,2015.10.01,2015,October,1,Thursday,274,D43,Shooting,Highland Creek
761,GO-2018104863,2015.10.15,2015,October,15,Thursday,288,D43,Other,Golfdale-Cedarbrae-Woburn
762,GO-20151791234,2015.10.17,2015,October,17,Saturday,290,D23,Shooting,West Humber-Clairville
763,GO-20151869657,2015.10.31,2015,October,31,Saturday,304,D51,Shooting,Church-Wellesley
764,GO-20151899333,2015.11.04,2015,November,4,Wednesday,308,D53,Shooting,Leaside-Bennington
765,GO-20151783770,2015.11.10,2015,November,10,Tuesday,314,D55,Other,Woodbine Corridor
766,GO-20151939320,2015.11.10,2015,November,10,Tuesday,314,D41,Other,Clairlea-Birchmount
767,GO-20151950148,2015.11.13,2015,November,13,Friday,317,D42,Stabbing,Tam O'Shanter-Sullivan
768,GO-20151947851,2015.11.13,2015,November,13,Friday,317,D51,Stabbing,North St.James Town
769,GO-20151975144,2015.11.17,2015,November,17,Tuesday,321,D23,Shooting,West Humber-Clairville
770,GO-20152071129,2015.11.28,2015,November,28,Saturday,332,D41,Other,Oakridge
771,GO-20152050482,2015.11.30,2015,November,30,Monday,334,D23,Shooting,Thistletown-Beaumond Heights
772,GO-20152123843,2015.12.11,2015,December,11,Friday,345,D52,Shooting,Wellington Place
773,GO-20152125474,2015.12.11,2015,December,11,Friday,345,D33,Shooting,Henry Farm
774,GO-20152123328,2015.12.11,2015,December,11,Friday,345,D52,Stabbing,Yonge-Bay Corridor
775,GO-2018104863,2015.12.14,2015,December,14,Monday,348,D52,Other,Thorncliffe Park
776,GO-20152151120,2015.12.15,2015,December,15,Tuesday,349,D51,Stabbing,Downtown Yonge East
777,GO-20152149617,2015.12.15,2015,December,15,Tuesday,349,D31,Shooting,Humber Summit
778,GO-20152180756,2015.12.20,2015,December,20,Sunday,354,D13,Other,Humewood-Cedarvale
779,GO-20152229877,2015.12.30,2015,December,30,Wednesday,364,D53,Other,Yonge-Eglinton
780,GO-201620700,2016.01.04,2016,January,4,Monday,4,D54,Shooting,Taylor-Massey
781,GO-201698593,2016.01.17,2016,January,17,Sunday,17,D32,Other,Newtonbrook East
782,GO-2016108786,2016.01.19,2016,January,19,Tuesday,19,D22,Shooting,New Toronto
783,GO-2016120610,2016.01.20,2016,January,20,Wednesday,20,D42,Shooting,L'Amoreaux West
784,GO-2016119350,2016.01.20,2016,January,20,Wednesday,20,D22,Shooting,Princess-Rosethorn
785,GO-2016139786,2016.01.24,2016,January,24,Sunday,24,D43,Shooting,Bendale-Glen Andrew
786,GO-2016173014,2016.01.29,2016,January,29,Friday,29,D13,Shooting,Yorkdale-Glen Park
787,GO-2016175803,2016.01.30,2016,January,30,Saturday,30,D23,Other,Mount Olive-Silverstone-Jamestown
788,GO-2016181573,2016.01.31,2016,January,31,Sunday,31,D14,Shooting,Kensington-Chinatown
789,GO-2016181573,2016.01.31,2016,January,31,Sunday,31,D14,Shooting,Kensington-Chinatown
790,GO-2016204501,2016.02.03,2016,February,3,Wednesday,34,D22,Stabbing,Etobicoke West Mall
791,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,Malvern East
792,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,Malvern East
793,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,Malvern East
794,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,Malvern East
795,GO-2016225259,2016.02.07,2016,February,7,Sunday,38,D54,Other,Victoria Village
796,GO-2016235777,2016.02.09,2016,February,9,Tuesday,40,D12,Stabbing,Brookhaven-Amesbury
797,GO-2016317425,2016.02.22,2016,February,22,Monday,53,D43,Other,Scarborough Village
798,GO-2016345475,2016.02.27,2016,February,27,Saturday,58,D41,Stabbing,Clairlea-Birchmount
799,GO-2016354140,2016.02.28,2016,February,28,Sunday,59,D23,Shooting,Humber Heights-Westmount
800,GO-2016359352,2016.02.29,2016,February,29,Monday,60,D11,Shooting,Scarborough Village
801,GO-2016265129,2016.03.04,2016,March,4,Friday,64,D52,Other,Kensington-Chinatown
802,GO-2016481311,2016.03.20,2016,March,20,Sunday,80,D42,Shooting,East L'Amoreaux
803,GO-2016491854,2016.03.22,2016,March,22,Tuesday,82,D12,Other,Pelmo Park-Humberlea
804,GO-2016500861,2016.03.23,2016,March,23,Wednesday,83,D55,Shooting,South Riverdale
805,GO-2016556458,2016.04.02,2016,April,2,Saturday,93,D51,Shooting,Regent Park
806,GO-2016602150,2016.04.09,2016,April,9,Saturday,100,D31,Other,York University Heights
807,GO-2016630918,2016.04.13,2016,April,13,Wednesday,104,D53,Shooting,Church-Wellesley
808,GO-2016632371,2016.04.14,2016,April,14,Thursday,105,D22,Shooting,Mimico-Queensway
809,GO-2016652097,2016.04.17,2016,April,17,Sunday,108,D54,Shooting,Danforth
810,GO-2016656231,2016.04.17,2016,April,17,Sunday,108,D12,Other,Weston
811,GO-2016666749,2016.04.19,2016,April,19,Tuesday,110,D51,Other,North Riverdale
812,GO-2018104863,2016.04.22,2016,April,22,Friday,113,D53,Other,Thorncliffe Park
813,GO-2016734521,2016.04.29,2016,April,29,Friday,120,D41,Shooting,Wexford/Maryvale
814,GO-2016734521,2016.04.29,2016,April,29,Friday,120,D41,Shooting,Wexford/Maryvale
815,GO-2016838159,2016.05.15,2016,May,15,Sunday,136,D23,Shooting,Mount Olive-Silverstone-Jamestown
816,GO-2016838159,2016.05.15,2016,May,15,Sunday,136,D23,Shooting,Mount Olive-Silverstone-Jamestown
817,GO-2016851941,2016.05.18,2016,May,18,Wednesday,139,D51,Other,Church-Wellesley
818,GO-2016965196,2016.06.03,2016,June,3,Friday,155,D31,Shooting,Humbermede
819,GO-2016989870,2016.06.07,2016,June,7,Tuesday,159,D53,Shooting,South Eglinton-Davisville
820,GO-20161148938,2016.07.01,2016,July,1,Friday,183,D14,Shooting,Kensington-Chinatown
821,GO-20161148938,2016.07.01,2016,July,1,Friday,183,D14,Shooting,Kensington-Chinatown
822,GO-20161116247,2016.07.03,2016,July,3,Sunday,185,D11,Other,Little Portugal
823,GO-20161229465,2016.07.13,2016,July,13,Wednesday,195,D31,Shooting,Oakdale-Beverley Heights
824,GO-20161263080,2016.07.18,2016,July,18,Monday,200,D51,Other,Downtown Yonge East
825,GO-20161329227,2016.07.28,2016,July,28,Thursday,210,D41,Shooting,Bendale South
826,GO-20161335085,2016.07.29,2016,July,29,Friday,211,D51,Stabbing,Church-Wellesley
827,GO-20161403032,2016.08.09,2016,August,9,Tuesday,222,D55,Other,Blake-Jones
828,GO-20161443064,2016.08.15,2016,August,15,Monday,228,D51,Other,Moss Park
829,GO-20161480338,2016.08.21,2016,August,21,Sunday,234,D14,Shooting,West Queen West
830,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,Scarborough Village
831,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,Scarborough Village
832,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,Scarborough Village
833,GO-20161520715,2016.08.27,2016,August,27,Saturday,240,D55,Shooting,South Riverdale
834,GO-20161613172,2016.09.11,2016,September,11,Sunday,255,D14,Shooting,South Parkdale
835,GO-20161625137,2016.09.13,2016,September,13,Tuesday,257,D31,Stabbing,York University Heights
836,GO-20161688118,2016.09.21,2016,September,21,Wednesday,265,D11,Other,Weston-Pelham Park
837,GO-20161696689,2016.09.23,2016,September,23,Friday,267,D43,Stabbing,Bendale-Glen Andrew
838,GO-20161743137,2016.09.30,2016,September,30,Friday,274,D23,Shooting,West Humber-Clairville
839,GO-20161838374,2016.10.16,2016,October,16,Sunday,290,D12,Shooting,Weston
840,GO-20161855287,2016.10.18,2016,October,18,Tuesday,292,D23,Shooting,West Humber-Clairville
841,GO-20161888229,2016.10.24,2016,October,24,Monday,298,D23,Shooting,Kingsview Village-The Westway
842,GO-20161907779,2016.10.27,2016,October,27,Thursday,301,D43,Shooting,Golfdale-Cedarbrae-Woburn
843,GO-20161966289,2016.11.05,2016,November,5,Saturday,310,D14,Other,Trinity-Bellwoods
844,GO-20162051533,2016.11.18,2016,November,18,Friday,323,D33,Shooting,Victoria Village
845,GO-20162055725,2016.11.19,2016,November,19,Saturday,324,D31,Shooting,Black Creek
846,GO-20162106299,2016.11.27,2016,November,27,Sunday,332,D55,Shooting,South Riverdale
847,GO-20162138470,2016.12.03,2016,December,3,Saturday,338,D32,Other,Clanton Park
848,GO-20162148586,2016.12.04,2016,December,4,Sunday,339,D31,Stabbing,Glenfield-Jane Heights
849,GO-20162172757,2016.12.07,2016,December,7,Wednesday,342,D54,Shooting,Old East York
850,GO-20162210973,2016.12.14,2016,December,14,Wednesday,349,D43,Shooting,Scarborough Village
851,GO-20162229166,2016.12.16,2016,December,16,Friday,351,D14,Stabbing,Dufferin Grove
852,GO-20162233489,2016.12.17,2016,December,17,Saturday,352,D12,Shooting,Weston
853,GO-20162242930,2016.12.18,2016,December,18,Sunday,353,D23,Shooting,Kingsview Village-The Westway
854,GO-20162276833,2016.12.24,2016,December,24,Saturday,359,D51,Stabbing,Moss Park
855,GO-201743106,2017.01.08,2017,January,8,Sunday,8,D51,Shooting,Moss Park
856,GO-2017137133,2017.01.23,2017,January,23,Monday,23,D31,Shooting,Humber Summit
857,GO-2017163412,2017.01.26,2017,January,26,Thursday,26,D22,Other,Mimico-Queensway
858,GO-2017189239,2017.01.30,2017,January,30,Monday,30,D51,Shooting,Regent Park
859,GO-2017186988,2017.01.30,2017,January,30,Monday,30,D51,Shooting,Moss Park
860,GO-2017202856,2017.02.01,2017,February,1,Wednesday,32,D31,Shooting,Glenfield-Jane Heights
861,GO-2017222142,2017.02.05,2017,February,5,Sunday,36,D54,Shooting,Danforth
862,GO-2017233897,2017.02.06,2017,February,6,Monday,37,D32,Other,Willowdale West
863,GO-2017233559,2017.02.06,2017,February,6,Monday,37,D23,Shooting,Elms-Old Rexdale
864,GO-2017291986,2017.02.16,2017,February,16,Thursday,47,D54,Other,O'Connor-Parkview
865,GO-2017352942,2017.02.25,2017,February,25,Saturday,56,D53,Shooting,Thorncliffe Park
866,GO-2017402242,2017.03.04,2017,March,4,Saturday,63,D55,Other,North Riverdale
867,GO-2017468897,2017.03.16,2017,March,16,Thursday,75,D42,Shooting,Morningside Heights
868,GO-2017486409,2017.03.18,2017,March,18,Saturday,77,D54,Shooting,Taylor-Massey
869,GO-2017564412,2017.03.31,2017,March,31,Friday,90,D11,Shooting,Humber Heights-Westmount
870,GO-2017662074,2017.04.14,2017,April,14,Friday,104,D42,Shooting,L'Amoreaux West
871,GO-2017674351,2017.04.14,2017,April,14,Friday,104,D55,Shooting,South Riverdale
872,GO-2017703097,2017.04.21,2017,April,21,Friday,111,D13,Shooting,Briar Hill-Belgravia
873,GO-2017904599,2017.05.22,2017,May,22,Monday,142,D55,Shooting,South Riverdale
874,GO-2017904599,2017.05.22,2017,May,22,Monday,142,D55,Other,South Riverdale
875,GO-20171007434,2017.06.07,2017,June,7,Wednesday,158,D12,Other,Keelesdale-Eglinton West
876,GO-20171035511,2017.06.11,2017,June,11,Sunday,162,D31,Shooting,Humbermede
877,GO-20171118832,2017.06.23,2017,June,23,Friday,174,D11,Stabbing,Junction-Wallace Emerson
878,GO-20171184598,2017.07.02,2017,July,2,Sunday,183,D51,Shooting,Regent Park
879,GO-20171319697,2017.07.23,2017,July,23,Sunday,204,D42,Shooting,Morningside Heights
880,GO-20171319697,2017.07.23,2017,July,23,Sunday,204,D42,Shooting,Morningside Heights
881,GO-20171323827,2017.07.23,2017,July,23,Sunday,204,D42,Shooting,Malvern East
882,GO-20171371751,2017.07.30,2017,July,30,Sunday,211,D32,Shooting,Yorkdale-Glen Park
883,GO-20171378728,2017.07.31,2017,July,31,Monday,212,D51,Shooting,Moss Park
884,GO-20171377317,2017.07.31,2017,July,31,Monday,212,D54,Stabbing,Broadview North
885,GO-20171379055,2017.08.01,2017,August,1,Tuesday,213,D13,Shooting,Humewood-Cedarvale
886,GO-20171499040,2017.08.17,2017,August,17,Thursday,229,D31,Stabbing,York University Heights
887,GO-20171503946,2017.08.20,2017,August,20,Sunday,232,D14,Shooting,University
888,GO-20171516247,2017.08.22,2017,August,22,Tuesday,234,D31,Stabbing,Glenfield-Jane Heights
889,GO-20171578601,2017.08.31,2017,August,31,Thursday,243,D31,Shooting,Oakdale-Beverley Heights
890,GO-20171592166,2017.09.02,2017,September,2,Saturday,245,D23,Shooting,Elms-Old Rexdale
891,GO-20171593482,2017.09.06,2017,September,6,Wednesday,249,D43,Stabbing,Eglinton East
892,GO-20171640198,2017.09.10,2017,September,10,Sunday,253,D41,Stabbing,Birchcliffe-Cliffside
893,GO-20171661261,2017.09.13,2017,September,13,Wednesday,256,D33,Stabbing,Henry Farm
894,GO-20171663919,2017.09.14,2017,September,14,Thursday,257,D41,Shooting,Dorset Park
895,GO-20171682920,2017.09.16,2017,September,16,Saturday,259,D52,Shooting,Wellington Place
896,GO-20171677843,2017.09.16,2017,September,16,Saturday,259,D51,Shooting,Regent Park
897,GO-20171770154,2017.09.29,2017,September,29,Friday,272,D31,Shooting,Oakdale-Beverley Heights
898,GO-20171778161,2017.10.01,2017,October,1,Sunday,274,D51,Shooting,South Riverdale
899,GO-20171778161,2017.10.01,2017,October,1,Sunday,274,D51,Shooting,South Riverdale
900,GO-20171798506,2017.10.04,2017,October,4,Wednesday,277,D23,Other,Rexdale-Kipling
901,GO-20171807017,2017.10.05,2017,October,5,Thursday,278,D23,Shooting,Kingsview Village-The Westway
902,GO-20171821632,2017.10.07,2017,October,7,Saturday,280,D54,Stabbing,Woodbine-Lumsden
903,GO-20171828016,2017.10.08,2017,October,8,Sunday,281,D23,Shooting,Kingsview Village-The Westway
904,GO-20171856631,2017.10.13,2017,October,13,Friday,286,D14,Other,Dovercourt Village
905,GO-20171864268,2017.10.14,2017,October,14,Saturday,287,D31,Shooting,Humber Summit
906,GO-20171897265,2017.10.20,2017,October,20,Friday,293,D53,Stabbing,Thorncliffe Park
907,GO-20171954551,2017.10.28,2017,October,28,Saturday,301,D54,Stabbing,Victoria Village
908,GO-20172057548,2017.11.13,2017,November,13,Monday,317,D51,Shooting,Regent Park
909,GO-20172060242,2017.11.14,2017,November,14,Tuesday,318,D12,Stabbing,Weston
910,GO-20173043943,2017.11.21,2017,November,21,Tuesday,325,D42,Shooting,Morningside Heights
911,GO-20173095559,2017.11.29,2017,November,29,Wednesday,333,D51,Other,Church-Wellesley
912,GO-20173121720,2017.12.04,2017,December,4,Monday,338,D43,Shooting,Scarborough Village
913,GO-20173140530,2017.12.06,2017,December,6,Wednesday,340,D43,Other,Centennial Scarborough
914,GO-20173181653,2017.12.12,2017,December,12,Tuesday,346,D42,Other,Malvern East
915,GO-20173201016,2017.12.15,2017,December,15,Friday,349,D33,Other,St.Andrew-Windfields
916,GO-20173201016,2017.12.15,2017,December,15,Friday,349,D33,Other,St.Andrew-Windfields
917,GO-20173205177,2017.12.16,2017,December,16,Saturday,350,D51,Shooting,St Lawrence-East Bayfront-The Islands
918,GO-2018104863,2017.12.31,2017,December,31,Sunday,365,D53,Other,Thorncliffe Park
919,GO-2018104863,2017.12.31,2017,December,31,Sunday,365,D52,Other,Thorncliffe Park
920,GO-201817532,2018.01.03,2018,January,3,Wednesday,3,D23,Other,Willowridge-Martingrove-Richview
921,GO-201854152,2018.01.09,2018,January,9,Tuesday,9,D23,Shooting,Humber Heights-Westmount
922,GO-2018113424,2018.01.19,2018,January,19,Friday,19,D22,Shooting,Eringate-Centennial-West Deane
923,GO-2018113424,2018.01.19,2018,January,19,Friday,19,D22,Shooting,Eringate-Centennial-West Deane
924,GO-2018183793,2018.01.29,2018,January,29,Monday,29,D51,Stabbing,Church-Wellesley
925,GO-2018249547,2018.02.08,2018,February,8,Thursday,39,D33,Shooting,Bayview Village
926,GO-2018289167,2018.02.15,2018,February,15,Thursday,46,D43,Shooting,Centennial Scarborough
927,GO-2018366454,2018.02.26,2018,February,26,Monday,57,D13,Other,Casa Loma
928,GO-2018393677,2018.03.02,2018,March,2,Friday,61,D31,Shooting,Black Creek
929,GO-2018413955,2018.03.06,2018,March,6,Tuesday,65,D33,Stabbing,Fenside-Parkwoods
930,GO-2018444497,2018.03.10,2018,March,10,Saturday,69,D23,Shooting,Mount Olive-Silverstone-Jamestown
931,GO-2018484039,2018.03.16,2018,March,16,Friday,75,D23,Shooting,Humber Heights-Westmount
932,GO-2018489653,2018.03.17,2018,March,17,Saturday,76,D32,Shooting,Yorkdale-Glen Park
933,GO-2018489653,2018.03.17,2018,March,17,Saturday,76,D32,Shooting,Yorkdale-Glen Park
934,GO-2018619032,2018.04.06,2018,April,6,Friday,96,D41,Shooting,Wexford/Maryvale
935,GO-2018661938,2018.04.08,2018,April,8,Sunday,98,D41,Other,Wexford/Maryvale
936,GO-2018639035,2018.04.10,2018,April,10,Tuesday,100,D54,Stabbing,Old East York
937,GO-2018711594,2018.04.21,2018,April,21,Saturday,111,D41,Stabbing,Kennedy Park
938,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
939,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
940,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
941,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
942,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
943,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
944,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
945,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
946,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
947,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
948,GO-2018725711,2018.04.23,2018,April,23,Monday,113,D32,Other,Avondale
949,GO-2018813479,2018.05.06,2018,May,6,Sunday,126,D41,Stabbing,Birchcliffe-Cliffside
950,GO-2018821806,2018.05.07,2018,May,7,Monday,127,D22,Shooting,Princess-Rosethorn
951,GO-2018907125,2018.05.20,2018,May,20,Sunday,140,D43,Shooting,Morningside
952,GO-2018911506,2018.05.20,2018,May,20,Sunday,140,D52,Shooting,Yonge-Bay Corridor
953,GO-2018929488,2018.05.23,2018,May,23,Wednesday,143,D14,Stabbing,Annex
954,GO-2018945776,2018.05.25,2018,May,25,Friday,145,D55,Stabbing,East End-Danforth
955,GO-2018946587,2018.05.25,2018,May,25,Friday,145,D54,Other,Broadview North
956,GO-2018965463,2018.05.28,2018,May,28,Monday,148,D53,Shooting,Annex
957,GO-2018958547,2018.05.28,2018,May,28,Monday,148,D42,Shooting,Malvern West
958,GO-2018979942,2018.05.30,2018,May,30,Wednesday,150,D52,Shooting,Downtown Yonge East
959,GO-20181021340,2018.06.05,2018,June,5,Tuesday,156,D22,Shooting,New Toronto
960,GO-20181046556,2018.06.09,2018,June,9,Saturday,160,D11,Stabbing,Little Portugal
961,GO-20181066328,2018.06.09,2018,June,9,Saturday,160,D14,Other,West Queen West
962,GO-20181075301,2018.06.13,2018,June,13,Wednesday,164,D11,Other,Roncesvalles
963,GO-20181091522,2018.06.16,2018,June,16,Saturday,167,D41,Stabbing,Cliffcrest
964,GO-20181106259,2018.06.18,2018,June,18,Monday,169,D53,Other,Rosedale-Moore Park
965,GO-20181142174,2018.06.23,2018,June,23,Saturday,174,D23,Stabbing,Mount Olive-Silverstone-Jamestown
966,GO-20181146367,2018.06.24,2018,June,24,Sunday,175,D32,Shooting,Englemount-Lawrence
967,GO-20181146418,2018.06.24,2018,June,24,Sunday,175,D23,Shooting,Thistletown-Beaumond Heights
968,GO-20181146418,2018.06.24,2018,June,24,Sunday,175,D23,Shooting,Thistletown-Beaumond Heights
